Title
"As I Was Moving Ahead, Occasionally I Saw Brief Glimpses of Beauty"
2000
The Act of Killing
2012
The Look of Silence
2014
Cosmos: A Personal Voyage
1980
Untitled Carl Sagan Documentary
Cosmos
2014
Koyaanisqatsi
1982
Powaqqatsi
1988
Naqoyqatsi
2002
Chronos
1985
Baraka
1992
Samsara
2011
Awaken
2018
Home
2009
Planet Earth
2006
Planet Earth II
2016
Planet Earth III
2023
Earth
2007
Earth: One Amazing Day
2017
Our Planet
2019
Life
2009
Human Planet
2011
Voyage of Time: Life’s Journey
2016
Expedition Mars: Spirit & Opportunity
2016
Roving Mars
2006
Voyage of Time: The IMAX Experience
2016
America the Beautiful
2022
Born to Be Wild
2011
Chimpanzee
2012
Chimp Empire
2023
Dynasties
2018
"Seven Worlds, One Planet"
2019
Life on Earth
1979
Frozen Planet
2011
Frozen Planet II
2022
Wild Caribbean
2007
Wild Uruguay
2020
Wild China
2008
The Hidden Kingdoms of China
2020
Born in China
2016
Enchanted Kingdom
2014
African Cats
2011
Surviving Paradise: A Family Tale
2022
Night on Earth
2020
Cantábrico
2017
Guadalquivir
2013
Mountains of the Wolf
2003
Dehesa: The Forest of the Iberian Lynx
2020
WildMed The Last Mediterranean Forest
2014
"Iberia, naturaleza infinita"
2023
The Blue Planet
2001
Blue Planet II
2017
Oceans
2009
Planetist
2018
Whale Nation
2023
Blue Whales: Return of the Giants
2023
Rise Of The Great White Shark
2017
Sea of Shadows
2019
Arctic: Our Frozen Planet
2023
Antarctica
2020
Arctic Tale
2007
The Penguin King
2012
Spy in the Snow
2018
Dolphin Reef
2018
Dolphins: Spy in the Pod
2014
Island of the Sea Wolves
2022
The Velvet Queen
2021
Bears
2014
The Elephant Queen
2018
Africa
2013
Koko: The Gorilla Who Talks to People
2016
The Elephant Whisperers
2022
Jungle Cat
1960
Jaguar: King of the Jungle
2020
Wild Karnataka
2019
Predators
2022
Hostile Planet
2019
David Attenborough’s Rise of Animals: Triumph of the Vertebrates
2013
The Life of Birds
1998
The Year Earth Changed
2021
Inside the Mind of a Cat
2022
The Story of the Weeping Camel
2003
Jane’s Journey
2011
Jane
2017
Becoming Cousteau
2021
Life on Our Planet
2023
Walking with Dinosaurs
1999
Prehistoric Park
2006
Dinosaurs: The Final Day with David Attenborough
2022
Prehistoric Planet
2022
Amazing Dinoworld
2019
Super/Natural
2022
Alien Worlds
2020
Earth’s Natural Wonders
2015
Nanook of the North
1922
India from Above
2020
Calcutta
1969
Siam
1954
City of Angels
1983
Baka: The People of the Rainforest
1989
Drain the Ocean
2009
Free Solo
2018
Pura Vida (The Ridge)
2012
Hawking: Can You Hear Me?
2021
Roger & Me
1989
Bowling for Columbine
2002
Fahrenheit 9/11
2004
Sicko
2007
Capitalism: A Love Story
2009
Where to Invade Next
2015
Michael Moore in TrumpLand
2016
Fahrenheit 11/9
2018
The Times of Harvey Milk
1984
LA 92
2017
Born Into Brothels: Calcutta’s Red Light Kids
2004
The Gleaners and I
2000
The Gleaners and I: Two Years Later
2002
The Road to Guantanamo
2006
The Fog of War
2003
Grizzly Man
2005
Blackfish
2013
Fire of Love
2022
Into the Inferno
2016
The Volcano: Rescue from Whakaari
2022
Man on Wire
2008
Dream Deceivers: The Story Behind James Vance vs. Judas Priest
1992
On Any Sunday
1971
Steve McQueen: Man on the Edge
1990
I Am Steve McQueen
2014
Steve McQueen: American Icon
2017
Winning: The Racing Life of Paul Newman
2015
Making Waves: The Art of Cinematic Sound
2019
I Knew It Was You: Rediscovering John Cazale
2009
Stanley Kubrick: A Life in Pictures
2001
S Is for Stanley
2015
Hitchcock/Truffaut
2015
Alfred Hitchcock. La ficción sin Límites
1999
Charlie: The Life and Art of Charles Chaplin
2003
The Tramp and the Dictator
2002
The Great Buster: A Celebration
2018
Spielberg
2017
De Palma
2015
Milius
2013
Richard Linklater: Dream Is Destiny
2016
Robin Williams: Come Inside My Mind
2018
Along for the Ride
2016
Dennis Hopper: Uneasy Rider
2016
Orson Welles: The One-Man Band
1995
Mike Nichols: An American Master
2016
Garbo
2005
Marilyn Monroe: The Final Days
2001
Natalie Wood: What Remains Behind
2020
Betty White: First Lady of Television
2018
Jane Fonda in Five Acts
2018
Jim & Andy: The Great Beyond
2017
Woody Allen: A Documentary
2011
Allen v. Farrow
2021
"Ciao, Federico!"
1970
A Mexican Buñuel
1997
Hearts of Darkness: A Filmmaker’s Apocalypse
1991
Jodorowsky’s Dune
2013
Lost Soul: The Doomed Journey of Richard Stanley’s Island of Dr. Moreau
2014
You Don’t Nomi
2019
Never Surrender: A Galaxy Quest Documentary
2019
"Electric Boogaloo: The Wild, Untold Story of Cannon Films"
2014
The Go-Go Boys: The Inside Story of Cannon Films
2014
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema"
2014
Best Worst Movie
2009
Machete Maidens Unleashed!
2010
Corman’s World
2011
King Cohen
2017
Blood & Flesh: The Reel Life & Ghastly Death of Al Adamson
2019
Fuck You All: The Uwe Boll Story
2018
American Movie
1999
The Search for Weng Weng
2013
The Insufferable Groo
2018
Room Full of Spoons
2016
Champion
2005
Inmate #1: The Rise of Danny Trejo
2019
Henchman: The Al Leong Story
2018
The Joe Spinell Story
2001
For the Love of Spock
2016
Peter Falk Versus Columbo
2019
George Carlin’s American Dream
2022
"Love, Gilda"
2018
I Am Richard Pryor
2019
Richard Pryor: Omit the Logic
2013
I Am Chris Farley
2015
The Original Kings of Comedy
2000
I Ain’t Scared of You: A Tribute to Bernie Mac
2012
Call Me Lucky
2015
Comedian
2002
Saturday Night
2010
Too Funny to Fail: The Life & Death of The Dana Carvey Show
2017
Drunk Stoned Brilliant Dead: The Story of the National Lampoon
2015
The Bill Murray Stories: Life Lessons Learned from a Mythical Man
2018
De reparto: retrato de un actor
2009
Chuck Jones: Extremes and In-Betweens - A Life in Animation
2000
Mel Blanc: The Man of a Thousand Voices
2008
Street Gang: How We Got to Sesame Street
2021
Being Elmo: A Puppeteer’s Journey
2011
Christopher Reeve: Hope in Motion
2007
"Love, Antosha"
2019
I Am Patrick Swayze
2019
I Am Heath Ledger
2017
I Am Paul Walker
2018
Great Directors
2009
In Search of Darkness
2019
Room 237
2012
Never Sleep Again: The Elm Street Legacy
2010
Crystal Lake Memories: The Complete History of Friday the 13th
2013
Halloween: The Inside Story
2010
Still Screaming: The Ultimate Scary Movie Retrospective
2011
Smoke and Mirrors: The Story of Tom Savini
2015
Master of Dark Shadows
2019
Directed by Alan Smithee
2002
The Ghost of Peter Sellers
2018
George Kuchar: The Comedy of the Underground
1983
Howard
2018
Waking Sleeping Beauty
2009
The Kid Stays in the Picture
2002
Sad Hill Unearthed
2017
We Were Once Kids
2021
The Art of Action: Martial Arts in the Movies
2002
Stuntwomen: The Untold Hollywood Story
2020
Requiem for Krypton: Making ‘Superman Returns’
2006
Wild Session
2019
Bigas x Bigas
2016
Por la gracia de Luis
2009
Contra el tiempo
2012
Rebobinando
2017
Memorias de un peliculero
2004
VHS Revolution
2017
Rewind This!
2013
I Want My MTV
2019
Showbiz Kids
2020
kid 90
2021
The ’90s: The Last Great Decade?
2014
Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe
2017
Fanboys
2009
I Am Your Father
2015
Ringers: Lord of the Fans
2005
Monkey Business: The Adventures of Curious George’s Creators
2017
Hayao Miyazaki and the Ghibli Museum
2005
Freaks and Geeks: The Documentary
2018
Peaky Blinders: The True Story
2016
Sense8: Creating the World
2015
Glee: The Concert Movie
2011
A LEGO Brickumentary
2014
Making Fun: The Story of Funko
2018
PEZheads - The Movie
2006
The Pez Outlaw
2022
Beanie Mania
2021
The Beanie Bubble
2022
The Price of Protest
2019
League of Denial: The NFL’s Concussion Crisis
2013
In Football We Trust
2015
Hank Aaron: Chasing the Dream
1995
Knuckleball!
2012
Catching Hell
2011
Tiger
2021
Tiger Woods: Chasing History
2019
The Weight of Gold
2020
Icarus
2017
I Am Bolt
2016
Pistorius
2018
Into the Wind
2010
Lorena: Light-Footed Woman
2019
Gun Runners
2016
Ferrari: Race to Immortality
2017
A Life of Speed: The Juan Manuel Fangio Story
2020
McLaren
2016
Senna
2010
Schumacher
2021
Brock: Over the Top
2020
Pole Position: i guerrieri della Formula 1
1980
NASCAR: The IMAX Experience
2004
Fastest
2011
Finke: There & Back
2018
When We Were Kings
1996
What’s My Name | Muhammad Ali
2019
I Am Ali
2014
Thrilla in Manila
2008
I Am Durán
2019
The Real Rocky
2011
Manny
2014
Legendary Nights: The Tale of Gatti-Ward
2013
Champs
2015
On the Ropes
1999
The Wrestlers: Fighting with My Family
2012
The Sheik
2014
Andre the Giant
2018
Undertaker: The Last Ride
2020
Bruno Sammartino
2019
The Price of Fame
2017
GLOW: The Story of The Gorgeous Ladies of Wrestling
2012
Cassandro the Exotico !
2018
Beyond the Mat
1999
350 Days
2019
You Cannot Kill David Arquette
2020
Tales of Masked Men
2012
The Ronda Rousey Story: Through My Father’s Eyes
2019
Team Foxcatcher
2016
Pumping Iron
1977
Raw Iron: The Making of ‘Pumping Iron’
2002
Pumping Iron II: The Women
1985
Generation Iron
2013
Generation Iron 2
2017
Generation Iron 3
2018
"Joe Weider’s Bodybuilding Training System, Session 9: Advanced Training – The Weider Principles"
1994
Hoop Dreams
1994
Life After Hoop Dreams
2015
Magic & Bird: A Courtship of Rivals
2010
Once Brothers
2010
The Carter Effect
2017
They Call Me Magic
2022
Kareem: Minority of One
2015
Dear Basketball
2017
Farewell: A Kobe Bryant Documentary
2021
Michael Jordan: His Airness
1999
The Last Dance
2020
Michael Jordan’s Playground
1990
Rodman: For Better or Worse
2019
Winning Time: Reggie Miller vs. The New York Knicks
2010
Untold: Malice at the Palace
2021
Q Ball
2019
The Rebound
2016
The Day Sports Stood Still
2021
The Family
2021
The Workers Cup
2017
FIFA Uncovered
2022
"Sangre roja, 100 años de gloria"
2005
Boca Juniors 3D: The Movie
2015
Boca Juniors Confidential
2018
Derby Days Superclásico: Boca Juniors v River Plate
2018
Loving Maradona
2005
Maradona by Kusturica
2008
Diego Maradona
2019
Maradonapoli
2017
Maradona in Mexico
2019
I Have Seen Maradona
1999
"Maradona, the Hand of God"
2007
Fútbol Club Maradona
2019
Ronaldo vs. Messi: Face Off!
2017
Messi
2014
Ronaldo
2015
Becoming Zlatan
2015
Zlatan - l’intégrale
2013
Le K Benzema
2017
Kroos
2019
Sergio Ramos
2019
La leyenda de Sergio Ramos
Real: The Movie
2005
En el corazón de la Undécima
2016
En el corazón de la Duodécima
2018
En el corazón de la Decimotercera
2018
Andrés Iniesta: The Unexpected Hero
2020
Fernando Torres: The Last Symbol
2020
Pelé
2021
Eusébio: Story of a Legend
2017
My Name Is Francesco Totti
2020
Zinédine Zidane - Comme dans un rêve
2002
Zidane: A 21st Century Portrait
2006
"Zidane, un destin d’exception"
2007
La Coupe De La Gloire
1998
Anelka: Misunderstood
2020
Antoine Griezmann: The Making of a Legend
2019
Garrincha: Joy of the People
1962
Paolo Rossi: A Champion is a Dreamer Who Never Gives Up
2020
Kaiser: The Greatest Footballer Never to Play Football
2018
George Best Genius and Legend
2007
Bobby
2016
George Best: All by Himself
2016
The Class of ‘92
2013
The United Way
2021
Manchester United: The Official History 1878-2002
2002
Arsenal 49 - The Complete Unbeaten Record
2004
Arsène Wenger: Invincible
2021
Arsenal Legends: Dennis Bergkamp
2013
Arsenal Centurions - 100 Goals of Dennis Bergkamp
2003
Iron Men
2017
All or Nothing: Tottenham Hotspur
2020
Take Us Home: Leeds United
2019
Gascoigne
2015
Looking for Manchester
2010
Life of Ryan: Caretaker Manager
2014
Don’t Take Me Home
2017
Bobby Robson: More Than a Manager
2018
Robbo: The Bryan Robson Story
2021
O Gringo
2011
Six Dreams
2018
FC Barcelona Confidential
2004
The Blues: Another Story of France
2016
When the World Watched: Brazil 1970
2021
G’olé!
1983
Hero
1986
Fotbollskrönikan VM 2006
2006
The Team
2014
The Art of Football from A to Z
2006
Alex Scott: The Future of Women’s Football
2022
LFG
2021
After the Cup: Sons of Sakhnin United
2009
My dark side
2018
The Anderson Monarchs
2013
True Blue
1998
True Blue 2
2002
Hooligan
2012
Pantani: The Accidental Death of a Cyclist
2014
The Armstrong Lie
2013
Where the Trail Ends
2012
McEnroe/Borg: Fire & Ice
2011
Break Point
2021
Red Army
2014
The Last Gladiators
2012
Undefeated
2011
Tiger Slam
2020
Tokyo Olympiad
1965
Visions of Eight
1973
Koshien: Japan’s Field of Dreams
2019
Once Upon a Time in Queens
2021
Tony Hawk: Until the Wheels Fall Off
2022
Discovering Mavericks
2013
Take Every Wave: The Life of Laird Hamilton
2017
The Ice King
2018
Sumodo: The Successors of Samurai
2020
Little Miss Sumo
2018
Knuckle
2011
Muscles & Mayhem: An Unauthorized Story of American Gladiators
2023
Pina
2011
Dancer
2016
They Shall Not Grow Old
2018
Hobbyhorse Revolution
2017
The Panama Papers
2018
Fyre
2019
Fyre Fraud
2019
An Inconvenient Truth
2006
An Inconvenient Sequel: Truth to Power
2017
I Am Greta
2020
Human Footprint
2008
The Crime of the Century
2021
Pay or Die
2023
The Pharmacist
2020
Take Your Pills: Xanax
2022
American Addict
2012
The Big Lie: American Addict 2
2016
All the Beauty and the Bloodshed
2022
November 13: Attack on Paris
2018
American Factory
2019
Lords of Scam
2021
Catfish
2010
Gotti: Godfather and Son
2018
Exit Through the Gift Shop
2010
Banksy Does New York
2014
El Pepe: A Supreme Life
2018
Pepe Mujica: Lessons From the Flowerbed
2014
Hemingway
2021
Won’t You Be My Neighbor?
2018
Fred Rogers: America’s Favorite Neighbor
2004
Mister Rogers: It’s You I Like
2018
"Bob Ross: Happy Accidents, Betrayal & Greed"
2021
Kurt Vonnegut: Unstuck in Time
2021
Frank Serpico
2017
RBG
2018
RUTH - Justice Ginsburg in her own Words
2019
He Named Me Malala
2015
Pope Francis: A Man of His Word
2018
Francesco
2020
Salinger
2013
Arthur Miller: Writer
2017
Sanmao: The Desert Bride
2020
"Marceline, the Best Clown in the World"
2020
Gila nunca fue serio
2017
Tip y Coll: regardez la gilipolluá
2022
Eugenio
2018
Rubianes solamente
2003
El culo del mundo
2014
Ibáñez
2020
Històries de Bruguera
2012
"El Papus, anatomía de un atentado"
2010
Solo para supervivientes
2013
"Sex, Maracas & Chihuahuas"
2016
Sembrando Sueños
2023
Lorca: The Sea Stops Moving
2006
"Soledad Miranda, Flower in the Desert"
2015
Marisol: llámame Pepa
2024
Si me borrara el viento lo que yo canto
2019
The Disenchantment
1976
Anatomy of a Dandy
2020
Though You May Not Know
2016
Manuel Campo Vidal: pasión por la Comunicación.
Eso que tú me das
2020
Terenci: la fabulación infinita
2023
Bestseller Barcelona: The World of Carlos Ruiz Zafón
2022
The Critic
2022
The Pioneer
2019
Saving the King
2022
Little Nicholas: Life of a Scoundrel
2024
Dressed in Blue
1983
Barefoot in the Kitchen
2013
Manda huevos
2016
Dearest Executioners
1977
The Year of the Discovery
2020
Can Tunis
2006
Mónica del Raval
2009
"Manolita, la Chen de Arcos"
2016
Las sinsombrero
2015
The Pink Wall
2011
My Name Is Violeta
2019
Garbo: The Spy
2009
Lucio
2007
Arzak: Since 1897
2020
"Lots of Kids, a Monkey and a Castle"
2017
100 Days with Tata
2021
Todos los caminos
2019
Little World
2013
100 Days of Loneliness
2018
We Don’t Like Captain Sausage!
2015
Astral
2016
Work in Progress
2001
Hasta que el cuerpo aguante
1993
"Cataluña, Espanya: la pel·lícula"
2009
Two Catalonias
2018
"Politics, Instructions Manual"
2016
Y no llevaste luto por mí: El Cordobés
2013
Encierro 3D: Bull Running in Pamplona
2013
11M: Terror in Madrid
2022
Madrid 11-M: todos íbamos en ese tren
2005
With Good Reason
2004
800 Meters
2022
Ada for Mayor
2016
¡Mezquita no!
2005
Relatos del fantástico
2019
Spain: The First Globalization
2021
Después de… Primera parte: no se os puede dejar solos
1981
Después de… Segunda parte: atado y bien atado
1981
The Madrid Connection
2007
The Demise of ETA
2017
"Arropiero, el vagabund de la mort"
2009
The Murderer of Pedralbes
1978
Muerte en Léon. Caso Cerrado
2019
Muerte en León
2016
13 días
2023
Don’t Tell Anyone
2023
Cooking Up Murder: Uncovering the Story of César Román
2024
Hunting a Monster
2024
El caso Sancho: Episodio cero
2024
Ignasi M.
2013
I Am Divine
2013
Divine Trash
1998
Sahara with Michael Palin
2002
Pole to Pole
1992
Michael Palin in North Korea
2018
Citizenfour
2014
The Imposter
2012
The Jinx: The Life and Deaths of Robert Durst
2015
The Jinx: The Life and Deaths of Robert Durst
2015
Don’t F**k with Cats: Hunting an Internet Killer
2019
The Devil Next Door
2019
Making a Murderer
2015
Abducted in Plain Sight
2017
Capturing the Friedmans
2003
Evil Genius
2018
Paradise Lost: The Child Murders at Robin Hood Hills
1996
Paradise Lost 2: Revelations
2000
Paradise Lost 3: Purgatory
2011
Amanda Knox
2016
The Amanda Knox Saga
2014
A Brutal Pact: The Murder of Daniella Perez
2022
O.J.: Made in America
2016
Mommy Dead and Dearest
2017
Crime Scene: The Vanishing at the Cecil Hotel
2021
Killer Sally
2022
Curry & Cyanide: The Jolly Joseph Case
2023
The Case Against Adnan Syed
2019
Conversations with a Killer: The Ted Bundy Tapes
2019
Ted Bundy: Falling for a Killer
2020
Dear Zachary: A Letter to a Son About His Father
2008
Long Shot
2017
Going Clear: Scientology and the Prison of Belief
2015
My Scientology Movie
2015
Jesus Camp
2006
A Sinister Sect: Colonia Dignidad
2021
Wild Wild Country
2018
Kumaré
2012
"Bikram: Yogi, Guru, Predator"
2019
Ayurveda: Art of Being
2001
Tiger King
2020
Louis Theroux: Shooting Joe Exotic
2021
Surviving Joe Exotic
2020
Louis Theroux: America’s Most Dangerous Pets
2011
Tiger King: The Doc Antle Story
2021
The Conservation Game
2021
Chimp Crazy
2024
El Palmar de Troya
2020
Heaven’s Gate: The Cult of Cults
2020
Mucho Mucho Amor: The Legend of Walter Mercado
2020
Hot Girls Wanted
2015
The Mask You Live In
2015
In the Basement
2014
Safari
2016
Fake Orgasm
2010
Chemsex
2015
Addicted to Sexting
2015
Tabloid
2010
McMillion$
2020
"Pepsi, Where’s My Jet?"
2022
Super Size Me
2004
Super Size Me 2: Holy Chicken!
2017
Dominion
2018
"Food, Inc."
2008
"Food, Inc. 2"
2023
Production Line Animals
2023
Just Eat It: A Food Waste Story
2014
What the Health
2017
The Game Changers
2018
